biomarkerid	biomarkername	synonym	gene_id	biomarker_type	molecular_type	use_development	use_refid	confidence	with_condition	identity_method	source	development_stage	disease_subtype	population	sample_size	refid	displayorder	title	url
LCBD-1160	circulating tumor cells (CTCs)	CTC		Diagnostic	Cell				"High expression levels "				Lung Cancer		460 lung cancer patients and 239 benign controls	125	1	Circulating tumor cells as a potential biomarker in diagnosis of lung cancer: a systematic review and meta-analysis	https://pubmed.ncbi.nlm.nih.gov/27778482
LCBD-0076	SHOX2		6474	Unspecified	DNA Methylation					Quantitative real-time PCR			Small-Cell Lung Cancer (SCLC), Squamous Cell Lung Cancer (SQLC), Adenocarcinoma (ADC)		411 subjects	127	4	Lung Cancer Biomarkers	http://dx.doi.org/10.1016/bs.acc.2015.07.003
LCBD-0112	Septin 9			Diagnostic	DNA Methylation			Potential					Non–Small-Cell Lung Cancer (NSCLC), Small-Cell Lung Cancer (SCLC)		170 subjects (70 untreated lung cancer patients：53% of NSCLC patients and 26% of the SCLC patients & 100 healthy individuals)	127	1	Lung Cancer Biomarkers	http://dx.doi.org/10.1016/bs.acc.2015.07.003
LCBD-0315	BRMS1		25885	Prognostic	DNA Methylation			Potential					Non–Small-Cell Lung Cancer (NSCLC)		146 subjects (122 NSCLC patients and 24 healthy individuals )	127	2	Lung Cancer Biomarkers	http://dx.doi.org/10.1016/bs.acc.2015.07.003
LCBD-0384	p16		1029	Unspecified	DNA Methylation					nested methylation-specific PCR			Lung Cancer		251 subjects (56 lung cancer survivors, 121 clinically cancer-free smokers, and 74 never smokers in a female population)	127	9	Lung Cancer Biomarkers	http://dx.doi.org/10.1016/bs.acc.2015.07.003
LCBD-0384	p16		1029	Unspecified	DNA Methylation					fluorescent quantitative methylation-specific PCR			Lung Cancer		60 subjects (30 NSCLC patients (cancer tissues, adjacent normal lung tissues, blood plasma, and EBC) and 30 healthy controls)	127	10	Lung Cancer Biomarkers	http://dx.doi.org/10.1016/bs.acc.2015.07.003
LCBD-0400	TMEFF2		23671	Diagnostic and Prognostic	DNA Methylation								Non–Small-Cell Lung Cancer (NSCLC)		139 subjects	127	1	Lung Cancer Biomarkers	http://dx.doi.org/10.1016/bs.acc.2015.07.003
LCBD-0029	aldehydes C9			Diagnostic	Aldehydes				Over 8.433 nmol/L	SPME-OFD (on-fiber-derivatization) & GC-MS (gas chromatography-mass spectrometry)		Research	Non–Small-Cell Lung Cancer (NSCLC)		39 subjects (12 lung cancer patients, 12 smokers and 12 healthy volunteers)	128	1	Breath gas aldehydes as biomarkers of lung cancer	https://pubmed.ncbi.nlm.nih.gov/19839051
LCBD-0255	aldehydes C8			Diagnostic	Aldehydes				Over 1.068 nmol/L	SPME-OFD (on-fiber-derivatization) & GC-MS (gas chromatography-mass spectrometry)		Research	Non–Small-Cell Lung Cancer (NSCLC)		38 subjects (12 lung cancer patients, 12 smokers and 12 healthy volunteers)	128	1	Breath gas aldehydes as biomarkers of lung cancer	https://pubmed.ncbi.nlm.nih.gov/19839051
LCBD-1176	aldehydes C6			Diagnostic	Aldehydes				Over 1.208 nmol/L	SPME-OFD (on-fiber-derivatization) & GC-MS (gas chromatography-mass spectrometry)		Research	Non–Small-Cell Lung Cancer (NSCLC)		37 subjects (12 lung cancer patients, 12 smokers and 12 healthy volunteers)	128	1	Breath gas aldehydes as biomarkers of lung cancer	https://pubmed.ncbi.nlm.nih.gov/19839051
LCBD-1192	aldehydes C5			Diagnostic	Aldehydes				Over 0.275 nmol/L	SPME-OFD (on-fiber-derivatization) & GC-MS (gas chromatography-mass spectrometry)		Research	Non–Small-Cell Lung Cancer (NSCLC)		36 subjects (12 lung cancer patients, 12 smokers and 12 healthy volunteers)	128	1	Breath gas aldehydes as biomarkers of lung cancer	https://pubmed.ncbi.nlm.nih.gov/19839051
LCBD-0169	miR-29c		407026	Diagnostic and Prognostic	RNA				Increased	qRT-PCR			Lung Cancer		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 220 matched controls	129	1	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-0271	let-7a		406881	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	4	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-0339	miR-27a		407018	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	2	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-0923	miR-146b		574447	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	1	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-1022	miR-221		407006	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	4	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-1069	miR-17-5p		406952	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	8	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-1114	miR-155		406947	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	4	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-1430	miR-106a		406899	Diagnostic and Prognostic	RNA				Reduced	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		220 patients with early stage nonsmall cell lung cancer (NSCLC) and 221 matched controls	129	3	Circulating micro-RNA expression profiles in early stage nonsmall cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/21544802
LCBD-0215	Mn			Unspecified	Metallome				High levels				Lung Cancer			133	2	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-0265	Co			Unspecified	Metallome								Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-0286	Cr			Unspecified	Metallome								Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-0387	Zn			Unspecified	Metallome				Decreased				Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-0515	Br			Unspecified	Metallome								Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-0948	V			Unspecified	Metallome								Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-1212	Fe			Unspecified	Metallome								Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-1294	Cu			Unspecified	Metallome				Elevated				Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-1443	Se			Unspecified	Metallome								Lung Cancer			133	1	The Metallome of Lung Cancer and its Potential Use as Biomarker	https://pubmed.ncbi.nlm.nih.gov/30759767
LCBD-0109	Adenosine 50 monophosphate			Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0117	Streptococcus			Diagnostic	Microbiome				Streptococcus was significantly more abundant in cancer samples				Non–Small-Cell Lung Cancer (NSCLC)		42 subjects (19 NSCLC (12 AC, 7 SCC) vs. 5 SCLC; vs. 18 controls)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0132	[PC(36:3) + Na]+			Diagnostic	Metabolite					air flow-assisted desorption electrospray ionization (AFADESI)			Non–Small-Cell Lung Cancer (NSCLC)		125 subjects (52 NSCLC vs. 21 adjacent normal tissues, 37 AC vs. 15 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0140	5 methyluridine			Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0149	[PC(18:1/20:3) + Na]+			Diagnostic	Metabolite					air flow-assisted desorption electrospray ionization (AFADESI)			Non–Small-Cell Lung Cancer (NSCLC)		125 subjects (52 NSCLC vs. 21 adjacent normal tissues, 37 AC vs. 15 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0196	RUNX3		864	Diagnostic	DNA				Methylation	Meta-analysis			Non–Small-Cell Lung Cancer (NSCLC)		151 studies on 108 genes	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0258	cysteic acid			Diagnostic	Metabolite			Potential		gas chromatography (GC-MS)/MS and flow injection electrospray (FIE)-MS			Non–Small-Cell Lung Cancer (NSCLC)		67 subjects (23 lung cancer (16 NSCLC, 6 SCLC, 1 radiological dg), vs. 11 non neoplastic but suspected lung cancer vs. 33 controls)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0300	lipids			Diagnostic	Metabolite				Significant increase	comparison with benign pulmonary tissues performed by HR 2H NMR spectroscopy			Non–Small-Cell Lung Cancer (NSCLC)		34 subjects (14 AC; 16 SCC; 4 others)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0324	valine			Diagnostic	Metabolite				Decrease of inositol and valine in the cancerous tissue areas	comparison with benign pulmonary tissues performed by HR 4H NMR spectroscopy			Non–Small-Cell Lung Cancer (NSCLC)		34 subjects (14 AC; 16 SCC; 4 others)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0430	Plasma DNA			Diagnostic	DNA					Liquid Biopsy			Non–Small-Cell Lung Cancer (NSCLC)		1035 subjects (956 cancer free 38 with lung cancer, and 41 with other tumors)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0430	Plasma DNA			Diagnostic	DNA					Liquid Biopsy			Non–Small-Cell Lung Cancer (NSCLC)		210 subjects (150 lung cancer patients and 60 healthy subjects)	139	2	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0463	[PC(16:0/20:4)+ Na]+			Diagnostic	Metabolite					air flow-assisted desorption electrospray ionization (AFADESI)			Non–Small-Cell Lung Cancer (NSCLC)		125 subjects (52 NSCLC vs. 21 adjacent normal tissues, 37 AC vs. 15 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0466	Lactate			Diagnostic	Metabolite				Significant increase	comparison with benign pulmonary tissues performed by HR 1H NMR spectroscopy			Non–Small-Cell Lung Cancer (NSCLC)		34 subjects (14 AC; 16 SCC; 4 others)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0480	Proteobacteria			Diagnostic	Microbiome								Non–Small-Cell Lung Cancer (NSCLC)		165 subjects (165 non neoplastic lung tissue from cancer patients (97 AC, 63 SCC, 5 mixed type))	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0488	CTC			Diagnostic	Cell					Liquid Biopsy			Non–Small-Cell Lung Cancer (NSCLC)		247 subjects (208 NSCLC patients and 39 healthy subjects)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0488	CTC			Diagnostic	Cell					Liquid Biopsy			Non–Small-Cell Lung Cancer (NSCLC)		210 subjects (210 NSCLC patients)	139	2	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0488	CTC			Diagnostic	Cell					Liquid Biopsy			Non–Small-Cell Lung Cancer (NSCLC)		72 subjects (72 NSCLC patients)	139	3	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0488	CTC			Diagnostic	Cell					Liquid Biopsy			Non–Small-Cell Lung Cancer (NSCLC)		245 subjects (168 COPD patients and 77 healthy subjects)	139	4	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0585	Thermus			Diagnostic	Microbiome								Non–Small-Cell Lung Cancer (NSCLC)		165 subjects (165 non neoplastic lung tissue from cancer patients (97 AC, 63 SCC, 5 mixed type))	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0632	Xanthosine			Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0651	6 dihydrouracil		1806	Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0732	20 O methylguanosine			Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0743	20 deoxyuridine			Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	2	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0757	Megasphaera			Diagnostic	Microbiome				Increased phylum TM7 was observed in lung cancer patients				Non–Small-Cell Lung Cancer (NSCLC)		28 subjects (18 NSCLC (13 AC, 5 SCC) vs. 2 SCLC vs. 8 benign mass-like lesion)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0767	cholesterol ester with an acyl group CE			Diagnostic	Metabolite			Potential		gas chromatography (GC-MS)/MS and flow injection electrospray (FIE)-MS			Non–Small-Cell Lung Cancer (NSCLC)		67 subjects (23 lung cancer (16 NSCLC, 6 SCLC, 1 radiological dg), vs. 11 non neoplastic but suspected lung cancer vs. 33 controls)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0906	hydroxypyruvic acid			Diagnostic	Metabolite			Potential		gas chromatography (GC-MS)/MS and flow injection electrospray (FIE)-MS			Non–Small-Cell Lung Cancer (NSCLC)		67 subjects (23 lung cancer (16 NSCLC, 6 SCLC, 1 radiological dg), vs. 11 non neoplastic but suspected lung cancer vs. 33 controls)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0914	Hexenal			Diagnostic	Metabolite			Potential		gas chromatography (GC-MS)/MS and flow injection electrospray (FIE)-MS			Non–Small-Cell Lung Cancer (NSCLC)		67 subjects (23 lung cancer (16 NSCLC, 6 SCLC, 1 radiological dg), vs. 11 non neoplastic but suspected lung cancer vs. 33 controls)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
LCBD-0928	Inosine			Diagnostic	Metabolite								Non–Small-Cell Lung Cancer (NSCLC)		136 subjects (68 lung cancers vs. 68 normal tissue - 33 AC vs. 35 SCC)	139	1	In situ biomarker discovery and label-free molecular histopathological diagnosis of lung cancer by ambient mass spectrometry imaging	https://pubmed.ncbi.nlm.nih.gov/26404114
