Gene,GO_Description_Text
HM13,"[BP] cellular response to oxidative stress; in utero embryonic development; membrane protein ectodomain proteolysis; membrane protein intracellular domain proteolysis; membrane protein proteolysis; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol; proteolysis; signal peptide processing [CC] Derlin-1 retrotranslocation complex; cell surface; cytoplasmic side of endoplasmic reticulum membrane; endoplasmic reticulum; endoplasmic reticulum membrane; lumenal side of endoplasmic reticulum membrane; membrane; plasma membrane; rough endoplasmic reticulum [MF] aspartic endopeptidase activity, intramembrane cleaving; hydrolase activity; peptidase activity; protein binding; protein homodimerization activity; ubiquitin protein ligase binding"
SLC7A13,[BP] L-alpha-amino acid transmembrane transport; L-cystine transport; L-glutamate transmembrane transport; amino acid transmembrane transport; amino acid transport; aspartate transmembrane transport; transmembrane transport [CC] apical plasma membrane; membrane; plasma membrane [MF] L-amino acid transmembrane transporter activity; antiporter activity; protein heterodimerization activity; transmembrane transporter activity
ALMS1,[BP] endosomal transport; positive regulation of cold-induced thermogenesis; regulation of centriole replication; regulation of stress fiber assembly [CC] cell projection; centriole; centrosome; ciliary basal body; cilium; cytoplasm; cytoskeleton; cytosol; microtubule cytoskeleton; mitochondrion; nucleoplasm; spindle pole [MF] protein binding
GRIN3A,"[BP] calcium ion transmembrane transport; calcium ion transport; dendrite development; ionotropic glutamate receptor signaling pathway; modulation of chemical synaptic transmission; monoatomic cation transmembrane transport; monoatomic ion transmembrane transport; monoatomic ion transport; negative regulation of dendritic spine development; neuron development; prepulse inhibition; presynaptic modulation of chemical synaptic transmission; regulation of postsynaptic membrane potential; regulation of synaptic plasticity; response to ethanol; rhythmic process; synaptic transmission, glutamatergic [CC] NMDA selective glutamate receptor complex; cytoplasm; endoplasmic reticulum membrane; glutamatergic synapse; membrane; monoatomic ion channel complex; neuron projection; neuronal cell body; neurotransmitter receptor complex; organelle; plasma membrane; postsynaptic density; postsynaptic density membrane; postsynaptic membrane; presynapse; synapse [MF] NMDA glutamate receptor activity; calcium channel activity; glutamate receptor activity; glutamate-gated receptor activity; glycine binding; glycine-gated cation channel activity; identical protein binding; ligand-gated monoatomic ion channel activity; monoatomic ion channel activity; protein binding; protein phosphatase 2A binding; serine binding; signaling receptor activity; transmitter-gated monoatomic ion channel activity; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
PREX1,[BP] G protein-coupled receptor signaling pathway; T cell differentiation; actin filament polymerization; intracellular signal transduction; leukocyte activation; negative regulation of TOR signaling; neutrophil activation; neutrophil chemotaxis; positive regulation of cell adhesion; positive regulation of cell migration; positive regulation of substrate adhesion-dependent cell spreading; reactive oxygen species metabolic process; regulation of actin filament polymerization; regulation of dendrite development; regulation of small GTPase mediated signal transduction; superoxide metabolic process [CC] cytoplasm; cytosol; dendritic shaft; growth cone; membrane; perinuclear region of cytoplasm; plasma membrane [MF] GTPase activator activity; enzyme binding; guanyl-nucleotide exchange factor activity; phospholipid binding; protein binding; protein serine/threonine kinase inhibitor activity
WFDC5,[BP] antibacterial humoral response; innate immune response [CC] extracellular region; extracellular space [MF] peptidase inhibitor activity; protein binding; serine-type endopeptidase inhibitor activity
ZPLD1,[BP] vestibular reflex [CC] cell surface; cytoplasmic vesicle; cytoplasmic vesicle membrane; extracellular region; extracellular space; membrane [MF] None
PROKR1,[BP] G protein-coupled receptor signaling pathway; cellular response to hormone stimulus; circadian rhythm; neuropeptide signaling pathway; signal transduction [CC] membrane; plasma membrane [MF] G protein-coupled receptor activity; neuropeptide Y receptor activity
DYNC2LI1,[BP] cell projection organization; cilium assembly; determination of left/right symmetry; intraciliary retrograde transport; intraciliary transport involved in cilium assembly; regulation of cilium assembly [CC] Golgi apparatus; apical part of cell; axoneme; cell projection; centrosome; ciliary basal body; ciliary tip; ciliary transition zone; cilium; cytoplasm; cytoplasmic dynein complex; cytoplasmic microtubule; cytoskeleton; cytosol; dynein complex; microtubule; motile cilium; nuclear speck [MF] dynein heavy chain binding; protein binding
RHPN1,[BP] negative regulation of stress fiber assembly; signal transduction [CC] cytosol [MF] protein binding
MRAP,[BP] negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway; negative regulation of protein localization to plasma membrane; positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway; protein localization to plasma membrane; regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway [CC] endoplasmic reticulum; endoplasmic reticulum membrane; membrane; plasma membrane [MF] corticotropin hormone receptor binding; identical protein binding; protein binding; signaling receptor regulator activity; type 1 melanocortin receptor binding; type 3 melanocortin receptor binding; type 4 melanocortin receptor binding; type 5 melanocortin receptor binding
URGCP,[BP] None [CC] cytoplasm; cytosol; nucleus [MF] GTP binding; nucleotide binding
CD99L2,[BP] cell adhesion; diapedesis; positive regulation of T cell extravasation; positive regulation of neutrophil extravasation [CC] adherens junction; anchoring junction; cell surface; extracellular region; focal adhesion; membrane; plasma membrane [MF] protein binding
AGR3,[BP] None [CC] endoplasmic reticulum [MF] dystroglycan binding; protein binding
RAET1E,"[BP] antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent; antigen processing and presentation of endogenous peptide antigen via MHC class Ib; immune response; immune system process; natural killer cell mediated cytotoxicity; positive regulation of T cell mediated cytotoxicity; positive regulation of natural killer cell mediated cytotoxicity [CC] external side of plasma membrane; extracellular region; extracellular space; membrane; plasma membrane [MF] natural killer cell lectin-like receptor binding; protein binding"
MAPK15,[BP] DNA damage response; MAPK cascade; cellular response to stress; dopamine uptake; endoplasmic reticulum organization; intracellular signal transduction; negative regulation of cell migration; positive regulation of cell population proliferation; positive regulation of metaphase/anaphase transition of meiosis I; positive regulation of spindle assembly; positive regulation of telomere maintenance; positive regulation of transcription by RNA polymerase II; protein autophosphorylation; protein localization to ciliary transition zone; regulation of COPII vesicle coating; regulation of autophagy; regulation of cilium assembly [CC] Golgi apparatus; anchoring junction; autophagosome; axoneme; bicellular tight junction; cell projection; cell-cell junction; centriole; ciliary basal body; cytoplasm; cytoplasmic vesicle; cytoskeleton; extracellular region; meiotic spindle; nucleus; spindle [MF] ATP binding; MAP kinase activity; SH3 domain binding; chromatin binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein serine kinase activity; protein serine/threonine kinase activity; transferase activity
MIPOL1,[BP] None [CC] nucleus [MF] identical protein binding; protein binding
BICD2,"[BP] centrosome localization; mRNA transport; microtubule anchoring at microtubule organizing center; microtubule-based movement; minus-end-directed organelle transport along microtubule; protein localization to Golgi apparatus; protein transport; regulation of microtubule cytoskeleton organization; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [CC] Golgi apparatus; annulate lamellae; centrosome; cytoplasm; cytoplasmic vesicle; cytoskeleton; cytosol; nuclear envelope; nuclear pore; nucleus; plasma membrane [MF] cytoskeletal anchor activity; dynactin binding; dynein complex binding; dynein light intermediate chain binding; protein binding; small GTPase binding"
ZNF398,"[BP] positive regulation of DNA-templated transcription; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II [CC] nucleus [MF] DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; metal ion binding; protein binding; zinc ion binding"
NEK9,[BP] cell division; mitotic cell cycle; positive regulation of NLRP3 inflammasome complex assembly; regulation of mitotic cell cycle [CC] centrosome; cytoplasm; cytosol; nucleus [MF] ATP binding; kinase activity; metal ion binding; nucleotide binding; protein binding; protein kinase activator activity; protein kinase activity; protein kinase binding; protein serine kinase activity; protein serine/threonine kinase activity; transferase activity
SLC2A12,[BP] D-glucose transmembrane transport; circulatory system development; hexose transmembrane transport; transmembrane transport [CC] cytoplasm; endomembrane system; membrane; perinuclear region of cytoplasm; plasma membrane [MF] D-glucose transmembrane transporter activity; transmembrane transporter activity
SFXN5,[BP] amino acid transport; citrate transport; mitochondrial transmembrane transport; monoatomic ion transmembrane transport; monoatomic ion transport; positive regulation of cold-induced thermogenesis; transmembrane transport [CC] membrane; mitochondrial inner membrane; mitochondrion [MF] citrate transmembrane transporter activity; monoatomic ion transmembrane transporter activity; protein binding
ZNF675,"[BP] bone resorption; negative regulation of JNK cascade; negative regulation of canonical NF-kappaB signal transduction; negative regulation of cytokine-mediated signaling pathway; negative regulation of interleukin-1-mediated signaling pathway; negative regulation of osteoclast differentiation; negative regulation of transcription by RNA polymerase II; negative regulation of tumor necrosis factor-mediated signaling pathway; regulation of DNA-templated transcription [CC] nucleus; perinuclear region of cytoplasm [MF] DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; metal ion binding; protein binding; ubiquitin protein ligase binding; zinc ion binding"
CHD6,"[BP] cell redox homeostasis; chromatin organization; chromatin remodeling; positive regulation of transcription by RNA polymerase II; regulation of gene expression [CC] chromatin; nucleoplasm; nucleus [MF] ATP binding; ATP hydrolysis activity; ATP-dependent activity, acting on DNA; ATP-dependent chromatin remodeler activity; DNA binding; chromatin binding; histone binding; hydrolase activity; nucleotide binding; transcription coregulator binding"
GPT2,[BP] 2-oxoglutarate metabolic process; L-alanine catabolic process; L-alanine metabolic process [CC] cytoplasm; mitochondrial matrix; mitochondrion [MF] L-alanine:2-oxoglutarate aminotransferase activity; pyridoxal phosphate binding; transaminase activity; transferase activity
CCHCR1,[BP] cell differentiation; protein export from nucleus [CC] centriole; cytoplasm; cytosol; nucleus [MF] protein binding
SCGB1C1,[BP] None [CC] extracellular region [MF] None
TRPM4,[BP] adaptive immune response; calcium ion transmembrane transport; calcium ion transport; calcium-mediated signaling; cellular response to ATP; dendritic cell chemotaxis; immune system process; inorganic cation transmembrane transport; membrane depolarization during AV node cell action potential; membrane depolarization during Purkinje myocyte cell action potential; membrane depolarization during bundle of His cell action potential; metal ion transport; monoatomic cation transmembrane transport; monoatomic ion transmembrane transport; monoatomic ion transport; negative regulation of bone mineralization; negative regulation of osteoblast differentiation; positive regulation of adipose tissue development; positive regulation of atrial cardiac muscle cell action potential; positive regulation of canonical Wnt signaling pathway; positive regulation of cell population proliferation; positive regulation of cytosolic calcium ion concentration; positive regulation of fat cell differentiation; positive regulation of heart rate; positive regulation of insulin secretion involved in cellular response to glucose stimulus; positive regulation of regulation of vascular associated smooth muscle cell membrane depolarization; positive regulation of vasoconstriction; protein homotetramerization; protein sumoylation; regulation of T cell cytokine production; regulation of heart rate by cardiac conduction; regulation of ventricular cardiac muscle cell action potential; sodium ion import across plasma membrane; transmembrane transport [CC] Golgi apparatus; endoplasmic reticulum; membrane; neuronal cell body; nucleoplasm; plasma membrane; sodium channel complex [MF] ATP binding; calcium channel activity; calcium ion binding; calcium-activated cation channel activity; calmodulin binding; metal ion binding; metal ion transmembrane transporter activity; monoatomic ion channel activity; nucleotide binding; protein binding; sodium channel activity
CD200R1,[BP] Fc receptor signaling pathway; heterotypic cell-cell adhesion; intracellular signal transduction; negative regulation of T cell migration; negative regulation of interleukin-6 production; negative regulation of macrophage migration; negative regulation of neuroinflammatory response; regulation of neuroinflammatory response; signal transduction [CC] cell surface; external side of plasma membrane; extracellular region; membrane; plasma membrane; receptor complex [MF] glycosylated region protein binding; immunoglobulin receptor activity; protein binding; signaling receptor activity
RPS4Y2,[BP] translation [CC] cytosolic small ribosomal subunit; ribonucleoprotein complex; ribosome [MF] RNA binding; rRNA binding; structural constituent of ribosome
PLEKHO2,[BP] macrophage apoptotic process [CC] extracellular region; ficolin-1-rich granule lumen [MF] None
DNAH3,[BP] cilium movement; cilium movement involved in cell motility; cilium-dependent cell motility; inner dynein arm assembly; microtubule-based movement [CC] 9+2 motile cilium; axonemal dynein complex; cell projection; cilium; cytoplasm; cytoskeleton; dynein complex; inner dynein arm; microtubule [MF] ATP binding; dynein intermediate chain binding; dynein light intermediate chain binding; microtubule motor activity; minus-end-directed microtubule motor activity; nucleotide binding
DSCAML1,[BP] axon guidance; axonogenesis; brain development; cell adhesion; cell fate determination; central nervous system development; dendrite self-avoidance; dorsal/ventral pattern formation; embryonic skeletal system morphogenesis; homophilic cell adhesion via plasma membrane adhesion molecules; nervous system development [CC] axon; cell surface; extracellular space; membrane; plasma membrane; synapse [MF] cell-cell adhesion mediator activity; protein homodimerization activity
CALML6,[BP] microtubule cytoskeleton organization [CC] cytoplasm; nucleus [MF] calcium ion binding; enzyme regulator activity; metal ion binding; protein binding
MAGEE2,[BP] brain development; brain morphogenesis; negative regulation of transcription by RNA polymerase II [CC] nucleus [MF] protein binding
MAGEC3,[BP] negative regulation of transcription by RNA polymerase II [CC] nucleus [MF] None
KLF14,"[BP] positive regulation of sphingolipid mediated signaling pathway; positive regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II [CC] chromatin; nucleus [MF] DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; chromatin binding; metal ion binding; sequence-specific DNA binding; sequence-specific double-stranded DNA binding; zinc ion binding"
MGARP,[BP] anterograde axonal transport; axon development; axonal transport of mitochondrion; cellular response to gonadotropin-releasing hormone; cellular response to hypoxia; cellular response to steroid hormone stimulus; cerebral cortex development; negative regulation of dendrite development; protein targeting to mitochondrion; regulation of mitochondrion organization; retrograde axonal transport [CC] axon cytoplasm; membrane; mitochondrial inner membrane; mitochondrial outer membrane; mitochondrion [MF] protein binding
DTX3L,[BP] DNA damage checkpoint signaling; DNA damage response; DNA repair; DNA repair-dependent chromatin remodeling; Notch signaling pathway; chromatin organization; defense response to virus; double-strand break repair; endosome to lysosome transport; immune system process; innate immune response; negative regulation of ubiquitin-protein transferase activity; positive regulation of DNA-templated transcription; positive regulation of chromatin binding; positive regulation of defense response to virus by host; positive regulation of protein binding; positive regulation of protein localization to early endosome; positive regulation of protein localization to nucleus; positive regulation of receptor catabolic process; protein K48-linked ubiquitination; protein autoubiquitination; protein transport; protein ubiquitination; ubiquitin-dependent protein catabolic process [CC] cytoplasm; cytosol; early endosome; early endosome membrane; endosome; lysosomal membrane; lysosome; membrane; nucleoplasm; nucleus; protein-containing complex [MF] STAT family protein binding; enzyme binding; enzyme inhibitor activity; histone H4K91 ubiquitin ligase activity; histone binding; histone ubiquitin ligase activity; metal ion binding; protein ADP-ribosyltransferase-substrate adaptor activity; protein binding; transferase activity; ubiquitin protein ligase activity; ubiquitin-like protein ligase binding; ubiquitin-protein transferase activity; zinc ion binding
SLC2A14,[BP] D-glucose import; D-glucose transmembrane transport; cell differentiation; dehydroascorbic acid transport; spermatogenesis; transmembrane transport [CC] aggresome; membrane; nucleus; plasma membrane [MF] D-glucose transmembrane transporter activity; dehydroascorbic acid transmembrane transporter activity; transmembrane transporter activity
MYOZ3,[BP] None [CC] Z disc; actin cytoskeleton; cytoplasm [MF] FATZ binding; actin binding; protein binding; telethonin binding
BRSK1,[BP] DNA damage response; G2/M transition of mitotic cell cycle; associative learning; axonogenesis; central nervous system neuron differentiation; centrosome duplication; establishment of cell polarity; microtubule cytoskeleton organization involved in establishment of planar polarity; mitotic G2 DNA damage checkpoint signaling; nervous system development; neuron differentiation; neuron projection morphogenesis; neurotransmitter secretion; peptidyl-serine phosphorylation; protein phosphorylation; regulation of axonogenesis; regulation of neuron projection development; regulation of synaptic plasticity; regulation of synaptic vesicle clustering; regulation of synaptic vesicle priming; response to UV; response to ionizing radiation; synaptic vesicle cycle [CC] cell junction; cell projection; centrosome; cholinergic synapse; cytoplasm; cytoplasmic vesicle; cytoskeleton; distal axon; nucleoplasm; nucleus; postsynaptic density; presynaptic active zone; synapse; synaptic vesicle [MF] ATP binding; gamma-tubulin binding; kinase activity; magnesium ion binding; metal ion binding; nucleotide binding; protein kinase activity; protein kinase binding; protein serine kinase activity; protein serine/threonine kinase activity; tau protein binding; tau-protein kinase activity; transferase activity
DDX54,[BP] RNA metabolic process; RNA processing; estrogen receptor signaling pathway; negative regulation of DNA-templated transcription; rRNA processing [CC] Golgi apparatus; membrane; nucleolus; nucleoplasm; nucleus [MF] ATP binding; ATP hydrolysis activity; RNA binding; RNA helicase activity; helicase activity; hydrolase activity; nuclear estrogen receptor binding; nucleic acid binding; nucleotide binding; signaling receptor binding; transcription corepressor activity
SP7,"[BP] cellular response to zinc ion starvation; cementum mineralization; diphosphate metabolic process; gene expression; hematopoietic stem cell differentiation; osteoblast differentiation; positive regulation of stem cell differentiation; positive regulation of transcription by RNA polymerase II; regulation of transcription by RNA polymerase II; response to insulin [CC] chromatin; cytoplasm; nucleus [MF] DEAD/H-box RNA helicase binding; DNA binding; DNA-binding transcription activator activity, RNA polymerase II-specific; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; metal ion binding; protein binding; zinc ion binding"
MCOLN3,[BP] calcium ion transmembrane transport; calcium-mediated signaling; inner ear auditory receptor cell differentiation; locomotory behavior; monoatomic anion transmembrane transport; monoatomic ion transmembrane transport; monoatomic ion transport; potassium ion transmembrane transport; sodium ion transmembrane transport [CC] autophagosome membrane; cytoplasm; cytoplasmic vesicle; early endosome membrane; endosome; late endosome membrane; lysosomal membrane; lysosome; membrane; plasma membrane [MF] NAADP-sensitive calcium-release channel activity; calcium channel activity; lipid binding; monoatomic anion channel activity; monoatomic cation channel activity; potassium channel activity; sodium channel activity
RNASE8,[BP] antifungal innate immune response; defense response to Gram-negative bacterium; defense response to Gram-positive bacterium; defense response to fungus; innate immune response [CC] extracellular region; extracellular space [MF] RNA nuclease activity; endonuclease activity; hydrolase activity; nuclease activity; nucleic acid binding; ribonuclease A activity
NETO1,[BP] anterograde axonal transport of neurotransmitter receptor complex; memory; neurotransmitter receptor localization to postsynaptic specialization membrane; positive regulation of excitatory postsynaptic potential; receptor localization to synapse; regulation of long-term neuronal synaptic plasticity; visual learning [CC] Schaffer collateral - CA1 synapse; axon cytoplasm; excitatory synapse; extracellular region; glutamatergic synapse; membrane; plasma membrane; postsynaptic density; postsynaptic density membrane; postsynaptic membrane; synapse [MF] ionotropic glutamate receptor binding
RASGRP4,[BP] Ras protein signal transduction; antibacterial innate immune response; cell differentiation; myeloid cell differentiation; phospholipase C-activating G protein-coupled receptor signaling pathway; positive regulation of natural killer cell mediated immunity; small GTPase-mediated signal transduction [CC] cytoplasm; cytoplasmic side of plasma membrane; cytosol; membrane; nucleoplasm; plasma membrane [MF] GTPase regulator activity; calcium ion binding; diacylglycerol binding; guanyl-nucleotide exchange factor activity; lipid binding; metal ion binding; zinc ion binding
ACTRT1,[BP] negative regulation of DNA-templated transcription; regulation of DNA-templated transcription; regulation of smoothened signaling pathway [CC] acrosomal vesicle; actin cytoskeleton; cytoplasm; cytoplasmic vesicle; cytoskeleton; nucleus [MF] chromatin binding
HELQ,[BP] DNA damage response; DNA double-strand break processing involved in repair via single-strand annealing; DNA repair; double-strand break repair via alternative nonhomologous end joining; double-strand break repair via homologous recombination; double-strand break repair via synthesis-dependent strand annealing; positive regulation of double-strand break repair via homologous recombination [CC] chromosome; nucleus; site of DNA damage [MF] ATP binding; ATP hydrolysis activity; DNA binding; helicase activity; hydrolase activity; isomerase activity; nucleic acid binding; nucleotide binding; protein binding; single-stranded 3'-5' DNA helicase activity
BLOC1S5,[BP] anterograde axonal transport; anterograde synaptic vesicle transport; developmental pigmentation; endosome to melanosome transport; melanosome organization; melanosome transport; neuron projection development; otolith morphogenesis; positive regulation of pigment cell differentiation; vesicle-mediated transport [CC] BLOC-1 complex; axon cytoplasm; microvesicle; transport vesicle [MF] protein binding
CHD5,[BP] cell differentiation; cerebral cortex neuron differentiation; chromatin organization; chromatin remodeling; negative regulation of cell population proliferation; nervous system development; positive regulation of signal transduction by p53 class mediator; regulation of transcription by RNA polymerase II; sperm DNA condensation; spermatogenesis [CC] NuRD complex; chromatin; chromosome; cytosol; heterochromatin; membrane; nuclear speck; nucleoplasm; nucleus [MF] ATP binding; ATP hydrolysis activity; ATP-dependent chromatin remodeler activity; DNA binding; chromatin binding; histone H3K27me3 reader activity; histone binding; hydrolase activity; metal ion binding; nucleotide binding; zinc ion binding
TMC2,[BP] calcium ion transmembrane transport; detection of mechanical stimulus involved in sensory perception of sound; monoatomic ion transmembrane transport; monoatomic ion transport; regulation of calcium ion transmembrane transport; vestibular reflex [CC] cuticular plate; membrane; plasma membrane; stereocilium; stereocilium tip [MF] calcium channel activity; mechanosensitive monoatomic ion channel activity; voltage-gated calcium channel activity
TMC1,[BP] auditory receptor cell development; calcium ion transmembrane transport; detection of mechanical stimulus involved in sensory perception of sound; monoatomic ion transmembrane transport; monoatomic ion transport; regulation of calcium ion transmembrane transport; sensory perception of sound; vestibular reflex [CC] external side of plasma membrane; membrane; plasma membrane; stereocilium; stereocilium tip [MF] calcium channel activity; mechanosensitive monoatomic ion channel activity; voltage-gated calcium channel activity
DMXL2,[BP] vacuolar acidification [CC] RAVE complex; cytoplasmic vesicle; extracellular space; membrane; neuronal dense core vesicle; synapse; synaptic vesicle; synaptic vesicle membrane [MF] small GTPase binding
BPIFB1,[BP] immune system process; innate immune response; innate immune response in mucosa; negative regulation of toll-like receptor 4 signaling pathway [CC] extracellular exosome; extracellular region; extracellular space [MF] lipid binding
BCAS4,[BP] None [CC] BLOC-1 complex; cytoplasm [MF] None
SPACA4,[BP] binding of sperm to zona pellucida; cell adhesion; fertilization; sperm-egg recognition [CC] acrosomal vesicle; cytoplasmic vesicle; extracellular region; inner acrosomal membrane; membrane; outer acrosomal membrane; plasma membrane; side of membrane [MF] None
DLG5,[BP] animal organ development; apical protein localization; cell differentiation; cell-cell adhesion; epithelial to mesenchymal transition; epithelial tube branching involved in lung morphogenesis; establishment or maintenance of cell polarity; establishment or maintenance of epithelial cell apical/basal polarity; glial cell differentiation; intracellular signal transduction; maintenance of cell polarity; metanephric collecting duct development; midbrain development; negative regulation of T cell proliferation; negative regulation of cell migration; negative regulation of cell population proliferation; negative regulation of hippo signaling; neuroepithelial cell differentiation; polarized epithelial cell differentiation; positive regulation of dendritic spine development; positive regulation of hippo signaling; positive regulation of signal transduction; positive regulation of smoothened signaling pathway; positive regulation of synapse assembly; postsynapse organization; protein localization to adherens junction; protein-containing complex assembly; regulation of apoptotic process; regulation of multicellular organismal process; signal transduction; tissue development; zonula adherens assembly [CC] adherens junction; anchoring junction; cell junction; cell projection; ciliary basal body; cytoplasm; cytoskeleton; glutamatergic synapse; membrane; plasma membrane; postsynaptic density; synapse [MF] beta-catenin binding; cytoskeletal protein binding; protein binding; signaling receptor complex adaptor activity
KCNG4,[BP] action potential; monoatomic ion transmembrane transport; monoatomic ion transport; potassium ion transmembrane transport; potassium ion transport; protein homooligomerization; regulation of potassium ion transmembrane transport; regulation of potassium ion transport; transmembrane transport [CC] membrane; monoatomic ion channel complex; nucleoplasm; plasma membrane; voltage-gated potassium channel complex [MF] monoatomic ion channel activity; potassium channel activity; potassium channel regulator activity; transmembrane transporter binding; voltage-gated potassium channel activity
KCNV2,[BP] action potential; monoatomic ion transmembrane transport; monoatomic ion transport; potassium ion transmembrane transport; potassium ion transport; protein homooligomerization; transmembrane transport [CC] membrane; monoatomic ion channel complex; plasma membrane; voltage-gated potassium channel complex [MF] monoatomic ion channel activity; potassium channel activity; potassium channel regulator activity; protein binding; voltage-gated potassium channel activity
CABLES1,[BP] cell division; nervous system development; regulation of cell cycle [CC] cytoplasm; cytosol; nucleus [MF] protein binding
BRIX1,[BP] rRNA processing; ribosomal large subunit assembly; ribosome biogenesis [CC] chromosome; nucleolus; nucleus [MF] RNA binding; protein binding; rRNA binding
ACER1,"[BP] cell differentiation; cellular response to calcium ion; ceramide catabolic process; ceramide metabolic process; epidermis development; keratinocyte differentiation; lipid metabolic process; regulation of lipid metabolic process; response to alkaline pH; sebaceous gland development; sphingolipid biosynthetic process; sphingolipid catabolic process; sphingolipid metabolic process; sphingosine biosynthetic process [CC] endoplasmic reticulum; endoplasmic reticulum membrane; membrane [MF] N-acylsphingosine amidohydrolase activity; hydrolase activity; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; metal ion binding; protein binding"
RNASEH2C,[BP] RNA catabolic process; mismatch repair [CC] nucleus; ribonuclease H2 complex [MF] protein binding
HAVCR2,[BP] adaptive immune response; cellular response to lipopolysaccharide; defense response to Gram-positive bacterium; immune system process; inflammatory response; innate immune response; macrophage activation involved in immune response; maternal process involved in female pregnancy; natural killer cell tolerance induction; negative regulation of NF-kappaB transcription factor activity; negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell; negative regulation of T cell proliferation; negative regulation of T-helper 1 type immune response; negative regulation of defense response to bacterium; negative regulation of gene expression; negative regulation of granulocyte colony-stimulating factor production; negative regulation of immune response to tumor cell; negative regulation of immunological synapse formation; negative regulation of innate immune response; negative regulation of interferon-alpha production; negative regulation of interleukin-2 production; negative regulation of interleukin-3 production; negative regulation of interleukin-6 production; negative regulation of myeloid dendritic cell activation; negative regulation of natural killer cell activation; negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target; negative regulation of tumor necrosis factor production; negative regulation of type I interferon production; negative regulation of type II interferon production; positive regulation of ERK1 and ERK2 cascade; positive regulation of T cell proliferation; positive regulation of chemokine production; positive regulation of cytokine production; positive regulation of defense response to bacterium; positive regulation of innate immune response; positive regulation of interleukin-1 production; positive regulation of interleukin-4 production; positive regulation of macrophage activation; positive regulation of non-canonical NF-kappaB signal transduction; positive regulation of tumor necrosis factor production; positive regulation of type II interferon production; regulation of tolerance induction dependent upon immune response; regulation of transcription by RNA polymerase II; toll-like receptor 3 signaling pathway; toll-like receptor 7 signaling pathway; toll-like receptor 9 signaling pathway [CC] anchoring junction; cell surface; early endosome; immunological synapse; mediator complex; membrane; plasma membrane [MF] metal ion binding; protein binding; transmembrane signaling receptor activity
CD300LF,[BP] TRIF-dependent toll-like receptor signaling pathway; immune response-activating signaling pathway; immune system process; interleukin-13-mediated signaling pathway; negative regulation of MyD88-dependent toll-like receptor signaling pathway; negative regulation of apoptotic cell clearance; negative regulation of mast cell activation; positive regulation of apoptotic cell clearance; positive regulation of interleukin-4-mediated signaling pathway [CC] membrane; plasma membrane [MF] ceramide binding; identical protein binding; interleukin-4 receptor binding; lipid binding; phosphatidylserine binding; protein binding; transmembrane signaling receptor activity
GNPDA2,[BP] N-acetylglucosamine catabolic process; N-acetylglucosamine metabolic process; N-acetylneuraminate catabolic process; UDP-N-acetylglucosamine biosynthetic process; carbohydrate metabolic process; glucosamine catabolic process [CC] cytoplasm; cytosol; nucleus [MF] glucosamine-6-phosphate deaminase activity; hydrolase activity; identical protein binding; isomerase activity; protein binding
TRAF3IP1,[BP] animal organ development; cell projection organization; cilium assembly; defense response to virus; embryonic camera-type eye development; embryonic digit morphogenesis; embryonic heart tube development; intraciliary anterograde transport; intraciliary transport; kidney development; morphogenesis of a polarized epithelium; negative regulation of defense response to virus; negative regulation of interferon-beta production; negative regulation of protein phosphorylation; negative regulation of protein-containing complex assembly; negative regulation of smoothened signaling pathway; negative regulation of type I interferon production; neural tube patterning; post-anal tail morphogenesis; regulation of microtubule cytoskeleton organization; system development [CC] axoneme; cell projection; centrosome; ciliary basal body; ciliary base; ciliary tip; ciliary transition zone; cilium; cytoplasm; cytoskeleton; fibrillar center; intraciliary transport particle B; nuclear body; nucleoplasm [MF] microtubule binding; protein binding
STK35,[BP] negative regulation of G2/M transition of mitotic cell cycle; negative regulation of G2/MI transition of meiotic cell cycle [CC] cytoplasm; nuclear body; nucleolus; nucleoplasm; nucleus [MF] ATP binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein serine kinase activity; protein serine/threonine kinase activity; transferase activity
TCP10L,[BP] negative regulation of transcription by RNA polymerase II [CC] nucleus [MF] DNA-binding transcription factor binding; identical protein binding; protein binding; transcription corepressor activity
